Node_1_Ortholog_group_ID,Node2_Ortholog_group_ID,Layer,S_typhi_strain_CT18_EIP,S_choleraesuis_SC_B67_EIP,S_dublin_CT_02021853_EIP,S_gallinarum_287/91_EIP,S_paratyphi_A_ATCC_9150_EIP,S_agona_SL483_GIP,S_enteritidis_P125109_GIP,S_heidelberg_SL476_GIP,S_newport_SL254_GIP,S_typhimurium_LT2_GIP,S_typhimurium_SL1344_GIP
2401,2781,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2406,1164,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2425,1325,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2425,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2425,3680,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2426,3593,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2426,2887,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2428,2014,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2428,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2432,499,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2447,4103,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2447,588,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2449,3842,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2449,4167,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2457,313,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2457,2636,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2457,3243,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2467,779,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,572,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,439,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,731,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,1041,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,3846,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,3490,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,2034,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,2936,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,1329,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2469,120,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2471,124,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2490,985,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2490,15,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2492,2188,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2492,455,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2492,2263,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2500,383,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2500,2791,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2502,1320,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2503,51,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2503,2128,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2503,547,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2503,524,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2503,570,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2503,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2504,1825,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2504,876,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2504,389,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2504,189,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2524,3048,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2524,2794,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2528,4368,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2528,16,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2532,3270,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2532,218,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2533,1187,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2533,3189,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2538,1058,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2555,1127,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2568,453,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2570,2703,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2570,3316,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2570,3300,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2570,380,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2584,2723,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2584,2974,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2589,1782,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2595,3758,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2601,3635,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2601,206,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2605,2280,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2606,1966,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2611,1508,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2614,216,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2614,2982,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2617,1820,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2617,3311,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2617,1712,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2624,2772,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2624,561,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2624,1686,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2624,1728,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2625,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2626,2983,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2626,41,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2629,1634,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2629,1033,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2629,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2636,861,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2636,313,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2636,231,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2636,3279,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2636,3243,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2641,2076,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2641,1641,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2646,2693,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2646,1770,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2661,2164,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2661,2425,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2663,1788,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2663,3866,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2663,1200,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2663,1378,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2663,1938,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2666,1095,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2681,2882,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2681,3788,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2688,2853,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2693,1770,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2697,403,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2697,1294,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2699,277,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2699,1793,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2699,3060,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2703,3316,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2714,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2718,3785,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2718,17,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,3343,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,2818,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,3194,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,2601,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,3635,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,666,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,877,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2722,206,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2723,2974,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2726,2322,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2726,673,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2730,526,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2737,2284,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2745,3227,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2745,2964,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2745,1877,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2745,2162,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2745,101,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2745,138,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2751,3777,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2751,3142,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2751,417,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2751,3305,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2751,604,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2751,419,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2753,1109,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2753,884,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2755,1349,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2755,1942,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2755,728,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2755,3476,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2760,1109,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2760,2753,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2771,441,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2779,2121,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2779,806,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2779,855,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2779,2617,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2781,1478,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2781,2078,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2781,1538,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2781,1302,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2781,3802,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2788,2060,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2791,479,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2791,891,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2791,3993,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2791,1677,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2794,2921,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2794,1070,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2802,3735,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2806,798,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2807,3270,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2807,4113,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2807,955,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2807,2089,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2807,1800,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2811,2981,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2811,2665,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2818,3194,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2818,2601,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2818,3635,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2818,206,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2825,3652,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2825,568,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2835,2060,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2835,2788,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2846,479,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2846,2164,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2846,3708,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2849,1108,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2853,4167,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2855,1909,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2863,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2863,3235,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2863,338,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2863,3282,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2863,3778,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2863,30,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2865,1366,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2871,2702,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2873,78,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2875,934,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2879,2284,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2881,876,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2881,389,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2881,189,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2882,1562,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2882,2983,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2887,453,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2887,910,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2895,68,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2895,3188,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2895,1016,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2897,1829,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2897,2849,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2898,255,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2898,1894,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2921,1070,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2936,1329,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2936,120,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2946,1209,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2962,3673,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2964,3227,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2964,1877,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2964,2162,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2964,101,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2964,138,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,3877,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,2965,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,490,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,561,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,1686,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,1303,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,255,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,1894,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2974,2898,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2977,1414,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2981,2665,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2982,473,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2982,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2983,1141,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2984,606,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2994,873,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2994,3087,Metabolic,1,1,1,1,1,1,1,1,1,1,1
2998,3182,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3010,1659,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3015,3418,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3015,163,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3028,2873,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3028,3183,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3036,2216,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3043,1396,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3043,3832,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3056,561,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3056,1686,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3060,2055,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3062,1549,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3071,114,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3082,2558,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3083,1749,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3089,1605,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3090,2226,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3097,606,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3097,2984,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3104,2702,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3104,2871,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3104,636,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3111,1177,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3111,2977,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3118,3239,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3124,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3128,3985,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3128,1401,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3128,1730,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3128,1777,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3128,948,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3128,2162,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3137,121,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3137,3615,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3137,561,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3137,1686,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3138,1321,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3139,2061,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3141,4163,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3142,4368,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3142,417,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3142,2528,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3143,2681,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3143,3788,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3143,2244,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3144,3144,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3144,904,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3144,602,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3144,1226,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3144,376,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3159,1506,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3159,207,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3160,676,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3160,1192,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3160,2897,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3160,1110,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3167,2125,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3169,3901,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3171,3048,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3171,3448,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3171,2524,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3171,2794,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3173,3938,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3177,101,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3177,2921,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3177,1070,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3183,309,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3183,2037,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3188,1118,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3188,1016,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3188,2189,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3189,1187,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3191,1952,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3191,1239,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3193,1875,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3194,2601,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3194,3635,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3194,206,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3198,1285,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3198,3575,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,3118,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,2502,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,1790,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,433,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,3707,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,883,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3199,3478,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3204,1837,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3204,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3207,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3215,225,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3216,3624,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3216,523,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3216,2246,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3217,2698,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3217,101,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3217,4110,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3223,3223,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3223,740,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3227,840,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3227,138,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3235,338,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3235,3282,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3235,3778,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3238,2050,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3239,3458,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3239,1132,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3243,2983,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3264,494,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3264,1477,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3270,2449,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3270,1800,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3279,219,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3282,3778,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3284,798,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3284,1188,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3284,1553,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3284,96,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3297,3270,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3297,218,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3300,380,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3305,3777,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3305,3142,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3305,417,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3305,604,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3305,419,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3311,1712,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3317,561,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3317,1686,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,3624,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,523,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,3216,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,3610,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,2246,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,1906,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3321,3321,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3339,124,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3339,2342,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3339,1522,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3343,2818,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3343,3194,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3343,2601,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3343,3635,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3343,206,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3354,2395,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3368,3433,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3368,4050,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3377,3973,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3377,3577,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3390,2661,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3397,1919,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3397,708,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3397,310,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3425,2597,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3425,838,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3425,307,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3433,4050,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3437,3471,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3445,1936,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3445,3607,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3447,3159,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3448,2524,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3454,1454,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3454,2114,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3454,933,Metabolic,1,1,1,1,1,1,1,1,1,1,1
3458,41,Metabolic,1,1,1,1,1,1,1,1,1,1,1
