;;;;S typhi strain CT18;S choleraesuis SC B67;S dublin CT 02021853;S gallinarum 287/91;S paratyphi A ATCC 9150;S agona SL483;S enteritidis P125109;S heidelberg SL476;S newport SL254;S typhimurium LT2;S typhimurium SL1344
Layer;Node 1 Ortholog group ID;Node 2 Ortholog group ID;Layer;EIP;EIP;EIP;EIP;EIP;GIP;GIP;GIP;GIP;GIP;GIP
PPI;2027;2793;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2027;970;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2027;1758;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2027;1824;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2027;501;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2034;298;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2034;3846;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2037;273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2037;3570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2044;2186;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2045;1004;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2045;1835;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2054;1572;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2057;1184;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2057;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2057;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2062;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2062;1508;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;358;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;624;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;229;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;3143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;3007;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;398;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;363;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;2681;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2083;2025;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2090;2070;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;1462;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;228;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;2344;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;452;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;623;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;2512;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2097;1436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2098;1199;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2100;3214;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2106;2396;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2110;1464;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2110;2817;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2114;1322;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2114;3202;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2114;420;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2117;2776;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2117;2817;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2135;2497;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2135;3655;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2137;2567;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2142;968;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2146;3754;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2147;614;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2151;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2151;4168;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2156;1959;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2160;980;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2177;997;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2197;4413;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2197;675;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2212;111;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2219;2233;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2227;883;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2235;1789;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2241;3999;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2249;1220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2253;1207;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2253;1024;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2262;3730;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2276;1265;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2283;1079;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2290;2026;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;790;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;3226;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;539;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;3649;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;1697;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;1115;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;2583;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;1620;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;1865;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;2512;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;2074;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;2476;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2307;246;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2312;1667;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2313;143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2319;3220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2319;3396;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2319;2732;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2319;1513;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2319;3123;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2319;3464;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2324;2481;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2326;1334;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2328;3465;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2328;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2328;1786;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2328;3946;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2338;2793;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2342;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2348;1024;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2349;1656;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2349;2165;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2356;3308;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2356;2085;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2365;2632;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2367;2356;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2375;227;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2375;2283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2375;2484;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2383;1114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2401;1967;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2401;1880;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2403;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2403;2034;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2403;3570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2403;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2408;3219;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2408;1032;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2413;602;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2414;1729;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2414;2054;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2423;479;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2430;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2430;3570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2430;3375;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2430;989;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2431;2080;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2438;290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2438;559;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2440;1517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2443;222;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2443;1520;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2445;1880;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2447;155;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2449;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2449;1158;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2476;1620;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2476;401;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2480;1283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2480;424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;64;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;1196;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;4385;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;3222;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;2283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;559;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2481;67;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2483;1273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2483;623;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;261;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;331;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;2125;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;2465;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;913;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;3509;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;1529;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;2198;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;1204;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2484;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2509;2693;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2512;3276;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2512;2080;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2512;2344;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2512;126;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2512;1436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2521;2540;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2521;1517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2521;1032;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2524;3085;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2525;3557;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2525;1694;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2528;2983;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2528;281;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2534;2403;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2534;517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2534;2118;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2534;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2534;424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2536;1390;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2536;2549;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2540;3422;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2540;1517;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2549;2180;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2559;2044;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2559;2186;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2567;561;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2567;1937;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2567;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2573;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2576;290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2578;832;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2582;1660;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2582;27;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;3343;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;2818;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;1697;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;1273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;2583;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;2419;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2601;424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2611;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2611;2062;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2611;3123;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2611;345;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2611;1508;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2632;1267;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2632;2356;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2632;883;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2634;2909;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2646;291;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2646;2693;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2646;1770;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2652;3536;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2658;3417;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2658;1037;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2666;2909;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;1412;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;1656;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;703;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;3288;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;796;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;678;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;692;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2668;3697;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2681;3143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2681;3007;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2688;2693;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2691;467;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2693;2333;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2697;4070;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2700;804;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2711;2537;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2722;2601;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2731;331;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2732;3396;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2740;1768;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2740;126;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2740;170;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2740;3489;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2743;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2749;1959;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2749;1004;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2754;1616;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2754;3799;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2755;970;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2767;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2776;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2776;894;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2776;1758;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2776;2956;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2784;2116;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2791;290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2795;3730;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2795;3219;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2795;1571;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2795;1220;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2795;2283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2795;357;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2803;3746;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2803;2383;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2812;2666;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2812;3747;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2816;2233;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2818;3343;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2818;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2825;3370;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2863;3436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2863;2959;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2863;2233;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2866;212;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2866;2000;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2867;2570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2877;2480;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2884;1743;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2887;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2887;3638;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2890;3987;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2902;678;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2913;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2913;2521;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2929;1192;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2929;1758;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2936;1329;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2956;894;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2959;3436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2959;2233;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2959;1273;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2959;1705;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2959;2816;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2959;3020;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2972;3956;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2973;1493;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2973;2447;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2976;970;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2976;358;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2976;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2977;3222;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2983;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2985;3071;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;2993;3881;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3007;3143;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3010;1098;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3010;1601;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3012;429;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3013;864;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3013;2135;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3017;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3017;3730;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3017;2812;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3017;2795;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3017;1259;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3017;1046;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3020;3436;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3020;2233;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3027;1950;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3031;3288;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3031;1035;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3041;952;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3041;2356;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3056;111;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3070;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3070;2570;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3070;2172;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3071;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3071;1177;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3072;3424;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3085;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3085;2072;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3089;3171;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3089;3183;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3093;328;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3093;64;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3100;2668;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3100;93;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3100;224;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3109;2696;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3113;1011;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3113;1348;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3113;3202;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3113;2114;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3113;543;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;2884;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;3396;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;3041;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;75;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;2732;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;1492;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;345;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;3464;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;1508;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3123;2484;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3136;531;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3136;1911;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3138;65;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3141;3654;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3141;4163;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3153;3214;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3159;1007;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3161;1324;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3161;112;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3165;3450;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;2070;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3276;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3736;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;2760;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1659;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1336;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;2533;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;913;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1937;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;189;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3308;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;859;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1967;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3140;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1226;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;240;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3575;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1620;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;3239;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;1283;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;2292;PPI;1;1;1;1;1;1;1;1;1;1;1
PPI;3171;2290;PPI;1;1;1;1;1;1;1;1;1;1;1
