Node_1_Ortholog_group_ID,Node2_Ortholog_group_ID,Layer,S_typhi_strain_CT18_EIP,S_choleraesuis_SC_B67_EIP,S_dublin_CT_02021853_EIP,S_gallinarum_287/91_EIP,S_paratyphi_A_ATCC_9150_EIP,S_agona_SL483_GIP,S_enteritidis_P125109_GIP,S_heidelberg_SL476_GIP,S_newport_SL254_GIP,S_typhimurium_LT2_GIP,S_typhimurium_SL1344_GIP
290,2338,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,3771,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,2241,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,2912,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,2870,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,372,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,330,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,2576,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,290,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,149,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
290,721,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,1132,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,2986,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,397,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,41,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,2177,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,38,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,2365,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,2227,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,499,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,972,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
397,3011,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
410,100,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
410,410,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
426,1433,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
426,1452,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2797,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,1383,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,3375,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2333,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,552,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2613,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,1296,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2511,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2719,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,3800,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2220,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,3198,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,3238,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,916,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,462,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,2242,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
451,856,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3776,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3409,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1605,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1243,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1611,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,418,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1234,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1030,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,253,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1092,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3775,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2862,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3176,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2988,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,862,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1464,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3655,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2135,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2759,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,414,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2633,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3088,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,4002,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3322,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2108,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3554,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,685,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,549,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1069,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1325,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3160,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1675,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1509,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,307,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1371,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,933,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,2897,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,4118,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3803,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,1512,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
549,3575,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1019,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2476,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,463,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1688,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,550,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2739,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1384,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,382,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1520,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1768,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,70,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1318,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,278,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2866,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2121,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,806,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,811,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2779,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,552,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,800,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,3736,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1219,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1016,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2189,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,187,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1429,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1820,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2100,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1450,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,3904,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,574,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,3427,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,537,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2918,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,770,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2437,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,3238,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2092,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,1758,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
552,2157,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
584,584,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
598,1302,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
598,3802,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
598,2781,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
598,2794,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
598,2921,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
598,1070,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
608,537,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
608,608,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
687,203,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
687,687,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
687,1646,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
687,2578,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
687,3583,Transcriptional_regulatory,1,1,1,1,1,1,1,1,1,1,1
