source;target;ref;layer
B5R702;B5RG56;Salm;Transcriptional_regulatory
B5RGD5;B5RH86;Salm;Transcriptional_regulatory
B5RGD5;B5RH87;Salm;Transcriptional_regulatory
B5RGD5;B5RHB5;Salm;Transcriptional_regulatory
B5RGD5;B5RHB6;Salm;Transcriptional_regulatory
B5RGD5;B5RHB8;Salm;Transcriptional_regulatory
B5RGD5;B5R5N1;Salm;Transcriptional_regulatory
B5RGD5;B5R5N2;Salm;Transcriptional_regulatory
B5RGD5;B5R5N3;Salm;Transcriptional_regulatory
B5RGD5;B5R5N4;Salm;Transcriptional_regulatory
B5RGD5;B5R5N7;Salm;Transcriptional_regulatory
B5RGD5;B5R731;Salm;Transcriptional_regulatory
B5RGD5;B5R740;Salm;Transcriptional_regulatory
B5RGD5;B5R741;Salm;Transcriptional_regulatory
B5RGD5;B5R742;Salm;Transcriptional_regulatory
B5RGD5;B5R743;Salm;Transcriptional_regulatory
B5RGD5;B5R863;Salm;Transcriptional_regulatory
B5RGD5;B5R864;Salm;Transcriptional_regulatory
B5RGD5;B5R865;Salm;Transcriptional_regulatory
B5RGD5;B5R866;Salm;Transcriptional_regulatory
B5RGD5;B5R867;Salm;Transcriptional_regulatory
B5RGD5;B5R8W5;Salm;Transcriptional_regulatory
B5RGD5;B5R8W4;Salm;Transcriptional_regulatory
B5RGD5;B5RB17;Salm;Transcriptional_regulatory
B5RGD5;B5RB18;Salm;Transcriptional_regulatory
B5RGD5;B5RC40;Salm;Transcriptional_regulatory
B5RGD5;B5RC41;Salm;Transcriptional_regulatory
B5RGD5;B5RC42;Salm;Transcriptional_regulatory
B5RGD5;Q2NQM8;Salm;Transcriptional_regulatory
B5RGD5;B5RCY5;Salm;Transcriptional_regulatory
B5RGD5;B5RDA9;Salm;Transcriptional_regulatory
B5RGD5;B5RDB1;Salm;Transcriptional_regulatory
B5RGD5;B5RDD0;Salm;Transcriptional_regulatory
B5RGD5;B5RE97;Salm;Transcriptional_regulatory
B5RGD5;B5REC4;Salm;Transcriptional_regulatory
B5RGD5;B5REP5;Salm;Transcriptional_regulatory
B5RGD5;B5REP6;Salm;Transcriptional_regulatory
B5RGD5;B5RES4;Salm;Transcriptional_regulatory
B5RGD5;B5RES5;Salm;Transcriptional_regulatory
B5RGD5;B5RFJ6;Salm;Transcriptional_regulatory
B5RGD5;B5RFJ8;Salm;Transcriptional_regulatory
B5RGD5;B5RFK8;Salm;Transcriptional_regulatory
B5RGD5;B5RFK9;Salm;Transcriptional_regulatory
B5RGD5;B5RGP8;Salm;Transcriptional_regulatory
B5RGD5;B5R7R7;Salm;Transcriptional_regulatory
B5RGD5;B5R7R8;Salm;Transcriptional_regulatory
B5RGD5;B5RGD2;Ecoli;Transcriptional_regulatory
B5RGD5;B5RGL6;Ecoli;Transcriptional_regulatory
B5RGD5;B5RGL7;Ecoli;Transcriptional_regulatory
B5RGD5;B5RGD3;Salm,__Ecoli;Transcriptional_regulatory
B5RGD5;B5RGD4;Salm,__Ecoli;Transcriptional_regulatory
B5RGD5;B5RGD5;Salm,__Ecoli;Transcriptional_regulatory
B5RGD5;B5R6P6;Salm,__Ecoli;Transcriptional_regulatory
B5RGD5;B5RDZ1;Salm,__Ecoli;Transcriptional_regulatory
B5RGD5;B5RDZ2;Salm,__Ecoli;Transcriptional_regulatory
B5RC95;B5R801;Salm;Transcriptional_regulatory
B5RC95;B5R8S5;Salm;Transcriptional_regulatory
B5RC95;B5RC93;Salm;Transcriptional_regulatory
B5RC95;B5RC94;Salm;Transcriptional_regulatory
B5RC95;B5RC95;Salm;Transcriptional_regulatory
B5RC95;B5RFH8;Salm;Transcriptional_regulatory
B5RC95;B5RFH9;Salm;Transcriptional_regulatory
B5RC95;B5RFU0;Salm;Transcriptional_regulatory
B5RC95;B5RFU1;Salm;Transcriptional_regulatory
B5RC95;B5R7P9;Salm;Transcriptional_regulatory
B5RC95;B5R9G6;Salm;Transcriptional_regulatory
B5RC95;B5R8H9;Ecoli;Transcriptional_regulatory
B5RC95;B5R8I0;Ecoli;Transcriptional_regulatory
B5RC95;B5RAB5;Ecoli;Transcriptional_regulatory
B5RC95;B5RAB6;Ecoli;Transcriptional_regulatory
B5R7A1;B5R5S8;Salm;Transcriptional_regulatory
B5R7A1;B5R5S9;Salm;Transcriptional_regulatory
B5R7A1;B5R5V8;Salm;Transcriptional_regulatory
B5R7A1;B5R5V9;Salm;Transcriptional_regulatory
B5R7A1;B5R7A0;Salm;Transcriptional_regulatory
B5R7A1;B5R7A1;Salm;Transcriptional_regulatory
B5R7A1;B5R8S6;Salm;Transcriptional_regulatory
B5R7A1;B5R6J7;Salm;Transcriptional_regulatory
B5R7A1;B5R6J8;Salm;Transcriptional_regulatory
B5R7A1;B5R6J9;Salm;Transcriptional_regulatory
B5R7A1;B5R6K0;Salm;Transcriptional_regulatory
B5R7A1;B5RBI4;Salm;Transcriptional_regulatory
B5R7A1;B5RBI5;Salm;Transcriptional_regulatory
B5R7A1;B5RBI6;Salm;Transcriptional_regulatory
B5R7A1;B5RCN7;Salm;Transcriptional_regulatory
B5R7A1;B5RCU6;Salm;Transcriptional_regulatory
B5R7A1;B5RDI5;Salm;Transcriptional_regulatory
B5R7A1;B5RDI6;Salm;Transcriptional_regulatory
B5R7A1;B5RDI7;Salm;Transcriptional_regulatory
B5R7A1;B5RDI8;Salm;Transcriptional_regulatory
B5R7A1;B5RDI9;Salm;Transcriptional_regulatory
B5R7A1;B5REP1;Salm;Transcriptional_regulatory
B5R7A1;B5RFL9;Salm;Transcriptional_regulatory
B5R7A1;B5RFM0;Salm;Transcriptional_regulatory
B5R7A1;B5RFM1;Salm;Transcriptional_regulatory
B5R7A1;B5RFV2;Salm;Transcriptional_regulatory
B5R7A1;B5RGR7;Salm;Transcriptional_regulatory
B5R7A1;B5R7K2;Salm;Transcriptional_regulatory
B5R7A1;B5R797;Ecoli;Transcriptional_regulatory
B5R7A1;B5R8W8;Salm,__Ecoli;Transcriptional_regulatory
B5R7A1;B5RCN6;Salm,__Ecoli;Transcriptional_regulatory
B5R9X6;B5R8T8;Salm;Transcriptional_regulatory
B5R9X6;B5R8T9;Salm;Transcriptional_regulatory
B5R9X6;B5R909;Salm;Transcriptional_regulatory
B5R9X6;B5R910;Salm;Transcriptional_regulatory
B5R9X6;B5R911;Salm;Transcriptional_regulatory
B5R9X6;B5R912;Salm;Transcriptional_regulatory
B5R9X6;B5R913;Salm;Transcriptional_regulatory
B5R9X6;B5RAA8;Salm;Transcriptional_regulatory
B5R9X6;B5RC59;Salm;Transcriptional_regulatory
B5R9X6;B5REI3;Salm;Transcriptional_regulatory
B5R9X6;B5REI4;Salm;Transcriptional_regulatory
B5R9X6;B5RGJ2;Salm;Transcriptional_regulatory
B5R9X6;B5RGJ3;Salm;Transcriptional_regulatory
B5R9X6;B5RGA3;Ecoli;Transcriptional_regulatory
B5R9X6;B5RGA4;Ecoli;Transcriptional_regulatory
B5R9X6;B5RGA6;Ecoli;Transcriptional_regulatory
B5R9X6;B5RGA7;Ecoli;Transcriptional_regulatory
B5R9X6;B5RH96;Ecoli;Transcriptional_regulatory
B5R9X6;B5R5Q6;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6U0;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6U1;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6U2;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6U3;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6U4;Ecoli;Transcriptional_regulatory
B5R9X6;B5R726;Ecoli;Transcriptional_regulatory
B5R9X6;B5R727;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7W8;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7W9;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7X0;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7X1;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7X2;Ecoli;Transcriptional_regulatory
B5R9X6;B5R683;Ecoli;Transcriptional_regulatory
B5R9X6;B5R684;Ecoli;Transcriptional_regulatory
B5R9X6;B5R685;Ecoli;Transcriptional_regulatory
B5R9X6;B5R686;Ecoli;Transcriptional_regulatory
B5R9X6;B5R687;Ecoli;Transcriptional_regulatory
B5R9X6;B5R688;Ecoli;Transcriptional_regulatory
B5R9X6;B5R689;Ecoli;Transcriptional_regulatory
B5R9X6;B5R690;Ecoli;Transcriptional_regulatory
B5R9X6;B5R691;Ecoli;Transcriptional_regulatory
B5R9X6;B5R692;Ecoli;Transcriptional_regulatory
B5R9X6;B5R693;Ecoli;Transcriptional_regulatory
B5R9X6;B5R833;Ecoli;Transcriptional_regulatory
B5R9X6;B5R834;Ecoli;Transcriptional_regulatory
B5R9X6;B5R8J0;Ecoli;Transcriptional_regulatory
B5R9X6;B5R8J1;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6G1;Ecoli;Transcriptional_regulatory
B5R9X6;B5R8Y3;Ecoli;Transcriptional_regulatory
B5R9X6;B5R6N8;Ecoli;Transcriptional_regulatory
B5R9X6;B5RA00;Ecoli;Transcriptional_regulatory
B5R9X6;B5RB64;Ecoli;Transcriptional_regulatory
B5R9X6;B5RB91;Ecoli;Transcriptional_regulatory
B5R9X6;B5RB99;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE1;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE2;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE3;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE4;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE5;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE6;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE7;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE8;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCE9;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCF0;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCF1;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCF2;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCF3;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCL3;Ecoli;Transcriptional_regulatory
B5R9X6;B5RCL6;Ecoli;Transcriptional_regulatory
B5R9X6;B5RD27;Ecoli;Transcriptional_regulatory
B5R9X6;B5RD61;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA2;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA3;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA4;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA5;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA6;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA7;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA8;Ecoli;Transcriptional_regulatory
B5R9X6;B5REA9;Ecoli;Transcriptional_regulatory
B5R9X6;B5REH6;Ecoli;Transcriptional_regulatory
B5R9X6;B5REV7;Ecoli;Transcriptional_regulatory
B5R9X6;B5RFB6;Ecoli;Transcriptional_regulatory
B5R9X6;B5RFC1;Ecoli;Transcriptional_regulatory
B5R9X6;B5RFL6;Ecoli;Transcriptional_regulatory
B5R9X6;B5RFL7;Ecoli;Transcriptional_regulatory
B5R9X6;B5RGI3;Ecoli;Transcriptional_regulatory
B5R9X6;B5RGI4;Ecoli;Transcriptional_regulatory
B5R9X6;B5RGI5;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7V3;Ecoli;Transcriptional_regulatory
B5R9X6;B5R7V4;Ecoli;Transcriptional_regulatory
B5R9X6;B5R9J3;Ecoli;Transcriptional_regulatory
B5RF77;B5R6R4;Ecoli;Transcriptional_regulatory
B5RF77;B5RC22;Ecoli;Transcriptional_regulatory
B5RF77;B5RF77;Ecoli;Transcriptional_regulatory
B5RF77;B5RFN0;Ecoli;Transcriptional_regulatory
B5RF77;B5RGV8;Ecoli;Transcriptional_regulatory
B5RF77;B5R9U9;Ecoli;Transcriptional_regulatory
B5RF77;B5R9V2;Ecoli;Transcriptional_regulatory
B5R9W1;B5R5X9;Ecoli;Transcriptional_regulatory
B5R9W1;B5R5Y0;Ecoli;Transcriptional_regulatory
B5R9W1;B5R6M4;Ecoli;Transcriptional_regulatory
B5R9W1;B5R6M5;Ecoli;Transcriptional_regulatory
B5R9W1;B5R6M6;Ecoli;Transcriptional_regulatory
B5R9W1;B5R6M7;Ecoli;Transcriptional_regulatory
B5R9W1;B5R6M8;Ecoli;Transcriptional_regulatory
B5R9W1;B5REM9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGA9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGB0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGB1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGD2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGD3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGD4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGD5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH80;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH82;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH83;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH84;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH89;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH90;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH91;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RH96;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RHA9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5J3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5J4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5J5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5J6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5J7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5V8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R5V9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6P6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6R4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6U0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6U1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6U2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6U3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6U4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6V2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R717;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R719;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R720;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R721;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R722;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7W8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7W9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7X0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7X1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7X2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7X7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R821;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R822;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R823;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R824;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R825;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R683;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R684;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R685;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R686;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R740;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R741;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R742;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R743;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R826;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R827;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8J0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8J1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8J4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8L6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8M1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6C3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6G8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6H4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6I0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8B2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8B3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8X0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8X1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8X2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R8Y3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R918;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R6N8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RA53;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAA8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAC3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAE6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAE7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAE8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAH7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAJ2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAJ3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RAJ4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RB21;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RB88;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RB89;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RB99;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RBF8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RBF9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RBG0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RBG2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RBQ1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RC22;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RC25;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RC26;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RC27;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RC29;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RC50;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCA7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCA8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCA9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCB0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCB1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCL6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCN7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCQ3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCQ4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCQ5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCV0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RCY1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RD61;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RD75;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDB9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDF7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDF8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDF9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDG0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDG1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDG2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDG3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDZ1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RDZ2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE15;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE16;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE30;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE31;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE51;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE66;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE93;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RE94;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REH4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REH6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REK1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RES8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RES9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RET7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REU2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REU3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REV7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REW2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REW3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REW4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REW5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REY2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5REY3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF77;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF84;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF85;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF93;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF94;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF95;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF96;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RF97;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFB6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFC1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFC3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFC4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFC5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFG5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFI0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFI1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFI3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFI4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFN0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFQ3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RFU7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RG23;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RG24;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RG39;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGJ2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGJ7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGK0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGK1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGK2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGL0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGL5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGL6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGL7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGR2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGV8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGW9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGX0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGX1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGX2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGX3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGY4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGY5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7I9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7J0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7J9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7K2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7L2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7L3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7N6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7N7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7N8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7N9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7P1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGY9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGZ0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5RGZ1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7Q2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7Q3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7Q4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7S5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7S8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R7S9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R939;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R955;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R963;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R964;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R987;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9E0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9E1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9E2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9E3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9E4;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9E5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9H5;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9J3;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9L8;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9L9;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9M0;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9M1;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9M2;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9R6;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9R7;Ecoli;Transcriptional_regulatory
B5RGZ0;B5R9R8;Ecoli;Transcriptional_regulatory
