source;target;ref;layer
B4TCR4;B4TK60;BioModels;Metabolic
B4TCR5;B4T8P3;BioModels;Metabolic
B4TCR5;B4T9B9;BioModels;Metabolic
B4TCR5;B4TJV6;STM;Metabolic
B4TCR5;B4TK04;STM_BioModels;Metabolic
B4TCS4;B4TJY5;BioModels;Metabolic
B4TCS8;B4T8R6;STM;Metabolic
B4TCS8;B4TCS9;STM_BioModels;Metabolic
B4TCS8;B4TCT0;STM;Metabolic
B4TCS9;B4T8R6;STM;Metabolic
B4TCS9;B4TCT0;STM;Metabolic
B4TCT1;B4T8R6;STM_BioModels;Metabolic
B4TCT1;B4TCS8;STM;Metabolic
B4TCT1;B4TCS9;STM_BioModels;Metabolic
B4TCT1;B4TCT0;STM;Metabolic
B4TCT2;B4T8R6;STM;Metabolic
B4TCT2;B4T9W0;STM;Metabolic
B4TCT2;B4T9W1;STM;Metabolic
B4TCT2;B4TCS8;STM;Metabolic
B4TCT2;B4TCS9;STM_BioModels;Metabolic
B4TCT2;B4TCT0;STM;Metabolic
B4TCT2;B4TCT1;STM;Metabolic
B4TCT2;B4TDB6;STM;Metabolic
B4TCT3;B4TCK3;STM;Metabolic
B4TCT3;B4TD75;STM;Metabolic
B4TCT5;B4TGE8;BioModels;Metabolic
B4TCT6;B4TB30;BioModels;Metabolic
B4TCT6;B4TB31;STM;Metabolic
B4TCT6;B4TKQ4;BioModels;Metabolic
B4TCU1;B4TCU2;STM;Metabolic
B4TCU5;B4T8D3;STM;Metabolic
B4TCU7;B4TCU8;STM;Metabolic
B4TCU7;B4TCU9;STM;Metabolic
B4TCU8;B4TCU9;STM;Metabolic
B4TCV6;B4TBS4;BioModels;Metabolic
B4TCV6;B4TCA9;BioModels;Metabolic
B4TCW1;B4T914;STM;Metabolic
B4TCW3;B4TI56;STM;Metabolic
B4TCW4;B4THZ1;STM;Metabolic
B4TCX0;B4TET7;STM;Metabolic
B4TCX0;B4TFX0;STM;Metabolic
B4TCX0;B4THB0;STM;Metabolic
B4TCX2;B4THB3;BioModels;Metabolic
B4TCX5;B4TCX7;STM;Metabolic
B4TCX5;B4TCX8;STM;Metabolic
B4TCX5;B4TFJ8;STM;Metabolic
B4TCX5;B4TFJ9;STM;Metabolic
B4TCX5;B4TFK3;STM;Metabolic
B4TCX7;B4TCX8;STM;Metabolic
B4TCX7;B4TFJ8;STM;Metabolic
B4TCX7;B4TFJ9;STM;Metabolic
B4TCX7;B4TFK3;STM;Metabolic
B4TCX8;B4TFJ8;STM;Metabolic
B4TCX8;B4TFJ9;STM;Metabolic
B4TCX8;B4TFK3;STM;Metabolic
B4TCY5;B4TCY6;STM;Metabolic
B4TCY5;B4TCY7;STM;Metabolic
B4TCY6;B4TCY7;STM;Metabolic
B4TCY8;B4TCY5;STM;Metabolic
B4TCY8;B4TCY6;STM;Metabolic
B4TCY8;B4TCY7;STM;Metabolic
B4TCZ5;B4TCG5;STM;Metabolic
B4TCZ5;B4THC7;STM;Metabolic
B4TCZ6;B4TJD5;BioModels;Metabolic
B4TD19;B4TE30;STM;Metabolic
B4TD19;B4TGK9;BioModels;Metabolic
B4TD25;B4TD27;STM;Metabolic
B4TD25;B4TD98;STM;Metabolic
B4TD25;B4TD99;STM;Metabolic
B4TD25;B4TDA0;STM;Metabolic
B4TD25;B4TEE4;STM;Metabolic
B4TD25;B4TEE5;STM;Metabolic
B4TD25;B4TEE6;STM;Metabolic
B4TD26;B4TD25;STM;Metabolic
B4TD26;B4TD26;STM;Metabolic
B4TD26;B4TD27;STM;Metabolic
B4TD26;B4TD98;STM;Metabolic
B4TD26;B4TD99;STM;Metabolic
B4TD26;B4TDA0;STM;Metabolic
B4TD26;B4TEE4;STM;Metabolic
B4TD26;B4TEE5;STM;Metabolic
B4TD26;B4TEE6;STM;Metabolic
B4TD27;B4TD98;STM;Metabolic
B4TD27;B4TD99;STM;Metabolic
B4TD27;B4TDA0;STM;Metabolic
B4TD27;B4TEE4;STM;Metabolic
B4TD27;B4TEE5;STM;Metabolic
B4TD27;B4TEE6;STM;Metabolic
B4TD30;B4TCU1;STM;Metabolic
B4TD30;B4TCU2;STM;Metabolic
B4TD30;B4TD33;STM;Metabolic
B4TD30;B4TE27;STM;Metabolic
B4TD30;B4TIW9;STM;Metabolic
B4TD33;B4TCU1;STM;Metabolic
B4TD33;B4TCU2;STM;Metabolic
B4TD33;B4TE27;STM;Metabolic
B4TD33;B4TIW9;STM;Metabolic
B4TD37;B4TBN9;STM_BioModels;Metabolic
B4TD37;B4THE5;STM_BioModels;Metabolic
B4TD38;B4T8M7;STM;Metabolic
B4TD38;B4TKR3;STM;Metabolic
B4TD40;B4TBG2;STM;Metabolic
B4TD40;B4TFZ3;STM;Metabolic
B4TD40;B4TGD8;STM;Metabolic
B4TD40;B4TK46;STM;Metabolic
B4TD48;B4TIA8;STM;Metabolic
B4TD49;B4TBK8;STM;Metabolic
B4TD49;B4TBK9;STM;Metabolic
B4TD49;B4TD48;BioModels;Metabolic
B4TD49;B4TIA8;BioModels;Metabolic
B4TD52;B4T9P6;STM;Metabolic
B4TD64;B4T871;BioModels;Metabolic
B4TD64;B4TCP0;STM;Metabolic
B4TD64;B4TIA3;STM;Metabolic
B4TD72;B4TDR6;STM;Metabolic
B4TD73;B4TBR1;BioModels;Metabolic
B4TD73;B4TH00;BioModels;Metabolic
B4TD73;B4TH02;BioModels;Metabolic
B4TD73;B4TJQ8;BioModels;Metabolic
B4TD75;B4TDD9;STM_BioModels;Metabolic
B4TD76;B4T7Y1;BioModels;Metabolic
B4TD76;B4T9H6;BioModels;Metabolic
B4TD76;B4TA94;STM_BioModels;Metabolic
B4TD76;B4TDF2;STM_BioModels;Metabolic
B4TD76;B4TDF3;BioModels;Metabolic
B4TD76;B4TFL0;BioModels;Metabolic
B4TD76;B4THE4;BioModels;Metabolic
B4TD82;B4T7Q0;STM;Metabolic
B4TD82;B4THI8;STM;Metabolic
B4TD92;B4T9N4;STM_BioModels;Metabolic
B4TD92;B4TBM0;STM;Metabolic
B4TD92;B4TBM1;STM;Metabolic
B4TD92;B4TBM2;STM;Metabolic
B4TD92;B4TJA9;STM;Metabolic
B4TD93;B4TFW6;STM_BioModels;Metabolic
B4TD96;B4T9P7;STM;Metabolic
B4TD96;B4TB25;STM;Metabolic
B4TD96;B4TFH5;STM;Metabolic
B4TD98;B4TD99;STM;Metabolic
B4TD98;B4TDA0;STM;Metabolic
B4TDA0;B4TD99;STM;Metabolic
B4TDA1;B4TJ87;STM;Metabolic
B4TDA1;B4TK13;STM;Metabolic
B4TDA1;B4TKR8;STM;Metabolic
B4TDA9;B4T884;BioModels;Metabolic
B4TDB6;B4T8R6;STM_BioModels;Metabolic
B4TDB6;B4TCS8;STM;Metabolic
B4TDB6;B4TCS9;STM;Metabolic
B4TDB6;B4TCT0;STM;Metabolic
B4TDB6;B4TCT1;STM;Metabolic
B4TDC1;B4TDC2;STM;Metabolic
B4TDC1;B4TDC3;STM;Metabolic
B4TDC2;B4TDC3;STM;Metabolic
B4TDC7;B4TDR6;STM;Metabolic
B4TDC8;B4T8L7;BioModels;Metabolic
B4TDC8;B4TCG5;STM;Metabolic
B4TDC8;B4TCZ5;STM;Metabolic
B4TDC8;B4THC7;STM;Metabolic
B4TDC8;B4TJ89;BioModels;Metabolic
B4TDD2;B4TDD3;STM;Metabolic
B4TDD2;B4TK62;STM;Metabolic
B4TDD3;B4TBM9;BioModels;Metabolic
B4TDD3;B4TGR9;BioModels;Metabolic
B4TDD9;B4T7Y1;STM_BioModels;Metabolic
B4TDD9;B4TD76;STM_BioModels;Metabolic
B4TDE5;B4T9Y2;BioModels;Metabolic
B4TDE5;B4TIR8;BioModels;Metabolic
B4TDE7;B4TK05;STM_BioModels;Metabolic
B4TDF2;B4TBN1;STM;Metabolic
B4TDF2;B4TDF3;BioModels;Metabolic
B4TDF3;B4T7Y1;BioModels;Metabolic
B4TDF3;B4T9H6;BioModels;Metabolic
B4TDF3;B4T9N7;STM;Metabolic
B4TDF3;B4T9N9;STM;Metabolic
B4TDF3;B4TA94;STM;Metabolic
B4TDF3;B4TFL0;STM_BioModels;Metabolic
B4TDF9;B4TEX0;STM;Metabolic
B4TDF9;B4TEX1;STM;Metabolic
B4TDF9;B4TEX2;STM;Metabolic
B4TDF9;B4TFL6;BioModels;Metabolic
B4TDF9;B4TJB8;STM_BioModels;Metabolic
B4TDF9;B4TJJ2;STM_BioModels;Metabolic
B4TDG5;B4T9X0;BioModels;Metabolic
B4TDG5;B4TBQ7;STM_BioModels;Metabolic
B4TDG5;B4TCP5;STM;Metabolic
B4TDG5;B4TF05;STM;Metabolic
B4TDG5;B4THZ2;STM_BioModels;Metabolic
B4TDG5;B4TI10;STM_BioModels;Metabolic
B4TDL0;B4TDL4;STM;Metabolic
B4TDL1;B4T8P1;STM;Metabolic
B4TDL1;B4T955;STM;Metabolic
B4TDL1;B4TDL0;STM;Metabolic
B4TDL1;B4TDL4;STM;Metabolic
B4TDL2;B4TDL0;STM;Metabolic
B4TDL2;B4TDL1;STM;Metabolic
B4TDL2;B4TDL4;STM;Metabolic
B4TDL6;B4TCA5;STM;Metabolic
B4TDL7;B4TDL6;STM_BioModels;Metabolic
B4TDL7;B4TJ25;STM_BioModels;Metabolic
B4TDL8;B4TFH1;STM;Metabolic
B4TDL8;B4TGR5;STM;Metabolic
B4TDL8;B4TJH9;STM;Metabolic
B4TDL9;B4TGX6;BioModels;Metabolic
B4TDM9;B4T8L7;BioModels;Metabolic
B4TDM9;B4TJ89;BioModels;Metabolic
B4TDM9;B4TKD2;STM;Metabolic
B4TDN1;B4TAB8;STM;Metabolic
B4TDN1;B4TJ71;STM;Metabolic
B4TDN1;B4TJA9;STM;Metabolic
B4TDN2;B4TDR6;STM;Metabolic
B4TDQ5;B4TJ36;STM_BioModels;Metabolic
B4TDR5;B4TAB8;STM;Metabolic
B4TDR5;B4TDN1;STM;Metabolic
B4TDR5;B4TJA9;STM;Metabolic
B4TDR6;B4TAI0;STM;Metabolic
B4TDR6;B4TBU6;STM;Metabolic
B4TDR6;B4TFY6;STM;Metabolic
B4TDS5;B4TGD0;STM_BioModels;Metabolic
B4TDY4;B4T7P9;STM;Metabolic
B4TDY4;B4T884;BioModels;Metabolic
B4TDY4;B4TDA9;STM;Metabolic
B4TDY4;B4TG58;STM;Metabolic
B4TDZ4;B4TFH0;STM;Metabolic
B4TDZ4;B4TK55;STM;Metabolic
B4TE11;B4T8P3;BioModels;Metabolic
B4TE26;B4T992;STM;Metabolic
B4TE26;B4THV1;STM;Metabolic
B4TE27;B4TIW9;STM;Metabolic
B4TE30;B4TAF8;STM;Metabolic
B4TE30;B4TFX0;STM;Metabolic
B4TE33;B4TK50;STM_BioModels;Metabolic
B4TE35;B4TDR6;STM;Metabolic
B4TE43;B4TCA5;STM;Metabolic
B4TE43;B4TDN1;BioModels;Metabolic
B4TE43;B4TE45;STM_BioModels;Metabolic
B4TE43;B4TFP7;STM_BioModels;Metabolic
B4TE45;B4T9N5;BioModels;Metabolic
B4TE45;B4TCA5;STM;Metabolic
B4TE45;B4TDN1;BioModels;Metabolic
B4TE45;B4TDR5;BioModels;Metabolic
B4TE45;B4TFP7;STM_BioModels;Metabolic
B4TE46;B4TC15;STM;Metabolic
B4TE46;B4TGI4;STM;Metabolic
B4TE83;B4T886;STM;Metabolic
B4TE83;B4TEQ4;STM;Metabolic
B4TEA3;B4TAD7;STM;Metabolic
B4TEA5;B4TAD7;STM;Metabolic
B4TEA5;B4TAE2;STM;Metabolic
B4TEA5;B4TAE3;STM;Metabolic
B4TEA5;B4TAE5;STM;Metabolic
B4TEA5;B4TBS2;STM;Metabolic
B4TEA5;B4TFY4;STM;Metabolic
B4TEA5;B4TFY5;STM;Metabolic
B4TEA6;B4TAE4;STM;Metabolic
B4TEA7;B4TI07;STM;Metabolic
B4TEA7;B4TI08;STM;Metabolic
B4TEA7;B4TJL9;STM;Metabolic
B4TEB2;B4TDR6;STM;Metabolic
B4TEB4;B4T909;STM;Metabolic
B4TEB4;B4T971;STM;Metabolic
B4TEB4;B4TBK5;STM;Metabolic
B4TEB4;B4TEP7;STM;Metabolic
B4TEB4;B4TIX0;STM;Metabolic
B4TEB5;B4TEB6;STM;Metabolic
B4TEB5;B4TEB7;STM;Metabolic
B4TEB5;B4TEB8;STM;Metabolic
B4TEB6;B4TEB7;STM;Metabolic
B4TEB6;B4TEB8;STM;Metabolic
B4TEB7;B4TEB8;STM;Metabolic
B4TEC9;B4TIH3;STM;Metabolic
B4TED3;B4TED5;STM;Metabolic
B4TED3;B4THH1;STM;Metabolic
B4TED5;B4THH1;STM;Metabolic
B4TED7;B4TED8;STM;Metabolic
B4TED8;B4TDR6;STM;Metabolic
B4TED8;B4THV6;STM;Metabolic
B4TED9;B4TC16;STM;Metabolic
B4TED9;B4THP9;STM;Metabolic
B4TEE0;B4T8D4;STM;Metabolic
B4TEE0;B4TAH9;STM;Metabolic
B4TEE4;B4TD98;STM;Metabolic
B4TEE4;B4TD99;STM;Metabolic
B4TEE4;B4TDA0;STM;Metabolic
B4TEE4;B4TEE5;STM;Metabolic
B4TEE4;B4TEE6;STM;Metabolic
B4TEE5;B4TD98;STM;Metabolic
B4TEE5;B4TD99;STM;Metabolic
B4TEE5;B4TDA0;STM;Metabolic
B4TEE5;B4TEE6;STM;Metabolic
B4TEE6;B4TD98;STM;Metabolic
B4TEE6;B4TD99;STM;Metabolic
B4TEE6;B4TDA0;STM;Metabolic
B4TEM1;B4TBE1;STM;Metabolic
B4TEM1;B4TBF7;STM;Metabolic
B4TEM1;B4TEM2;STM;Metabolic
B4TEM1;B4TEN0;STM;Metabolic
B4TEM2;B4TBE1;STM;Metabolic
B4TEM2;B4TBF7;STM;Metabolic
B4TEM2;B4TEN0;STM;Metabolic
B4TEM4;B4TEM7;STM_BioModels;Metabolic
B4TEM5;B4TEM6;STM_BioModels;Metabolic
B4TEM6;B4TEM1;STM_BioModels;Metabolic
B4TEM6;B4TEM2;STM_BioModels;Metabolic
B4TEM7;B4TEM5;STM;Metabolic
B4TEM8;B4TEM4;STM_BioModels;Metabolic
B4TEM9;B4TBF6;STM;Metabolic
B4TEM9;B4TEM8;STM;Metabolic
B4TEM9;B4TEM9;STM;Metabolic
B4TEM9;B4TGA0;BioModels;Metabolic
B4TEN0;B4TDR6;STM;Metabolic
B4TEP0;B4TDR6;STM;Metabolic
B4TEP7;B4TDR6;STM;Metabolic
B4TEQ0;B4TCG1;STM;Metabolic
B4TEQ0;B4TCG2;STM;Metabolic
B4TEQ0;B4TKG1;STM;Metabolic
B4TEQ0;B4TKG2;STM;Metabolic
B4TEQ0;B4TKG3;STM;Metabolic
B4TEQ4;B4T886;STM;Metabolic
B4TEQ6;B4TDC8;BioModels;Metabolic
B4TES6;B4T9B8;STM_BioModels;Metabolic
B4TET5;B4TDY5;BioModels;Metabolic
B4TET7;B4TFX0;STM;Metabolic
B4TEX0;B4TEX1;STM;Metabolic
B4TEX0;B4TEX2;STM;Metabolic
B4TEX1;B4TEX2;STM;Metabolic
B4TEX5;B4TBF6;STM_BioModels;Metabolic
B4TEX5;B4TEM9;STM_BioModels;Metabolic
B4TEX5;B4TEX6;STM_BioModels;Metabolic
B4TEX6;B4TEX7;STM;Metabolic
B4TEX6;B4TGA0;BioModels;Metabolic
B4TEX6;B4TIM0;STM;Metabolic
B4TEX7;B4TDR6;STM;Metabolic
B4TEZ4;B4T995;STM;Metabolic
B4TEZ4;B4TCX0;STM;Metabolic
B4TEZ4;B4TET7;STM;Metabolic
B4TEZ4;B4TEZ5;STM;Metabolic
B4TEZ5;B4T995;STM;Metabolic
B4TEZ5;B4TCX0;STM;Metabolic
B4TEZ5;B4TET7;STM;Metabolic
B4TEZ7;B4TEZ8;STM;Metabolic
B4TEZ7;B4TIH3;STM;Metabolic
B4TEZ8;B4TIH3;STM;Metabolic
B4TF15;B4THJ8;STM;Metabolic
B4TF16;B4TF17;STM;Metabolic
B4TF16;B4TF18;STM;Metabolic
B4TF18;B4TF17;STM;Metabolic
B4TF19;B4TCG1;STM;Metabolic
B4TF19;B4TCG2;STM;Metabolic
B4TF19;B4TF16;STM;Metabolic
B4TF19;B4TF17;STM;Metabolic
B4TF19;B4TF18;STM;Metabolic
B4TF24;B4TF25;STM;Metabolic
B4TF32;B4TF33;STM;Metabolic
B4TF32;B4TF34;STM;Metabolic
B4TF32;B4TF35;STM;Metabolic
B4TF32;B4TF36;STM;Metabolic
B4TF32;B4TF37;STM;Metabolic
B4TF32;B4THX0;STM;Metabolic
B4TF33;B4TF34;STM;Metabolic
B4TF33;B4TF35;STM;Metabolic
B4TF33;B4TF36;STM;Metabolic
B4TF33;B4TF37;STM;Metabolic
B4TF33;B4THX0;STM;Metabolic
B4TF34;B4TF35;STM;Metabolic
B4TF34;B4TF36;STM;Metabolic
B4TF34;B4TF37;STM;Metabolic
B4TF34;B4THX0;STM;Metabolic
B4TF34;B4THX1;STM;Metabolic
B4TF34;B4TKB7;STM;Metabolic
B4TF35;B4TF36;STM;Metabolic
B4TF35;B4TF37;STM;Metabolic
B4TF35;B4THX0;STM;Metabolic
B4TF36;B4TF37;STM;Metabolic
B4TF36;B4THX0;STM;Metabolic
B4TF36;B4THX1;STM;Metabolic
B4TF36;B4TKB7;STM;Metabolic
B4TF37;B4THX0;STM;Metabolic
B4TF37;B4THX1;STM;Metabolic
B4TF37;B4TKB7;STM;Metabolic
B4TF48;B4TF50;STM;Metabolic
B4TF48;B4TF51;STM;Metabolic
B4TF50;B4TF51;STM;Metabolic
B4TF73;B4TAF8;STM;Metabolic
B4TF73;B4TB14;STM;Metabolic
B4TF73;B4TE30;STM;Metabolic
B4TF75;B4T8D4;STM;Metabolic
B4TF75;B4TEE0;STM;Metabolic
B4TF88;B4TF89;STM;Metabolic
B4TF88;B4TF90;STM;Metabolic
B4TF88;B4TF91;STM;Metabolic
B4TF88;B4TJD5;BioModels;Metabolic
B4TF89;B4TF90;STM;Metabolic
B4TF89;B4TF91;STM;Metabolic
B4TF89;B4TJD5;BioModels;Metabolic
B4TF90;B4TF91;STM;Metabolic
B4TF90;B4TJD5;BioModels;Metabolic
B4TF91;B4TJD5;BioModels;Metabolic
B4TF92;B4TBM9;BioModels;Metabolic
B4TF92;B4TGR9;BioModels;Metabolic
B4TF96;B4TCI7;BioModels;Metabolic
B4TF96;B4TCI8;BioModels;Metabolic
B4TF96;B4TCI9;BioModels;Metabolic
B4TF96;B4TE33;STM;Metabolic
B4TFA3;B4TCI0;STM;Metabolic
B4TFC6;B4TBL0;BioModels;Metabolic
B4TFC6;B4TBL1;BioModels;Metabolic
B4TFC6;B4TBL2;BioModels;Metabolic
B4TFC6;B4TCG1;STM;Metabolic
B4TFC6;B4TCG2;STM;Metabolic
B4TFC6;B4TCY2;BioModels;Metabolic
B4TFC6;B4TFC7;STM_BioModels;Metabolic
B4TFC6;B4TFC8;STM_Biomodels;Metabolic
B4TFC6;B4TFC9;STM_BioModels;Metabolic
B4TFC6;B4TJE5;BioModels;Metabolic
B4TFC8;B4TFC7;STM;Metabolic
B4TFC9;B4TFC7;STM;Metabolic
B4TFC9;B4TFC8;STM;Metabolic
B4TFD0;B4T965;STM_BioModels;Metabolic
B4TFD0;B4T966;STM;Metabolic
B4TFD0;B4TFC6;STM_BioModels;Metabolic
B4TFD1;B4T965;STM;Metabolic
B4TFD1;B4T966;STM_BioModels;Metabolic
B4TFD1;B4TFD0;STM_BioModels;Metabolic
B4TFD1;B4TJ60;STM_BioModels;Metabolic
B4TFD2;B4T968;STM;Metabolic
B4TFD2;B4TFD1;STM;Metabolic
B4TFD2;B4TJ60;STM_BioModels;Metabolic
B4TFE2;B4TDR6;STM;Metabolic
B4TFF2;B4TB14;STM;Metabolic
B4TFF2;B4TE30;STM;Metabolic
B4TFG1;B4TCR3;STM;Metabolic
B4TFG7;B4TI22;BioModels;Metabolic
B4TFG8;B4TC50;BioModels;Metabolic
B4TFG8;B4TFG9;STM;Metabolic
B4TFG9;B4TBN5;STM;Metabolic
B4TFG9;B4TC50;BioModels;Metabolic
B4TFG9;B4TJV3;STM;Metabolic
B4TFG9;B4TJV4;STM;Metabolic
B4TFG9;B4TK60;STM;Metabolic
B4TFH0;B4TC99;STM_BioModels;Metabolic
B4TFH0;B4TFG8;STM_BioModels;Metabolic
B4TFH0;B4TFH2;STM_BioModels;Metabolic
B4TFH1;B4T8P3;STM;Metabolic
B4TFH1;B4T9F9;STM;Metabolic
B4TFH1;B4TAW9;STM;Metabolic
B4TFH1;B4TBN5;STM;Metabolic
B4TFH1;B4TBQ5;STM;Metabolic
B4TFH1;B4TCB2;STM;Metabolic
B4TFH1;B4TCB3;STM;Metabolic
B4TFH1;B4TCB4;STM;Metabolic
B4TFH1;B4TFG8;STM;Metabolic
B4TFH1;B4TFG9;STM;Metabolic
B4TFH1;B4TFH0;STM;Metabolic
B4TFH1;B4TJV3;STM;Metabolic
B4TFH1;B4TJV4;STM;Metabolic
B4TFH1;B4TK56;STM;Metabolic
B4TFH1;B4TK60;STM;Metabolic
B4TFH2;B4TFG8;STM_BioModels;Metabolic
B4TFH2;B4TFG9;STM_BioModels;Metabolic
B4TFH2;B4TFH1;STM;Metabolic
B4TFH2;B4TGR5;STM;Metabolic
B4TFH2;B4TJH9;STM;Metabolic
B4TFH3;B4TKF6;STM;Metabolic
B4TFH3;B4TKP4;STM;Metabolic
B4TFH8;B4TB83;STM;Metabolic
B4TFH8;B4TCG1;STM;Metabolic
B4TFH8;B4TCG2;STM;Metabolic
B4TFH8;B4TKG1;STM;Metabolic
B4TFH8;B4TKG2;STM;Metabolic
B4TFH8;B4TKG3;STM;Metabolic
B4TFH9;B4TI07;STM;Metabolic
B4TFH9;B4TI08;STM;Metabolic
B4TFH9;B4TJL9;STM;Metabolic
B4TFI3;B4TCT2;BioModels;Metabolic
B4TFI3;B4TJ64;STM;Metabolic
B4TFI3;B4TJ65;STM;Metabolic
B4TFI3;B4TJK1;STM;Metabolic
B4TFI4;B4T9E0;STM;Metabolic
B4TFI4;B4TKD0;STM;Metabolic
B4TFJ0;B4TB70;STM;Metabolic
B4TFJ0;B4TGL1;STM;Metabolic
B4TFJ0;B4TGL4;STM;Metabolic
B4TFJ6;B4TFI4;STM;Metabolic
B4TFJ7;B4TB81;BioModels;Metabolic
B4TFJ7;B4TB82;BioModels;Metabolic
B4TFJ7;B4TDS5;STM;Metabolic
B4TFJ7;B4TJ12;BioModels;Metabolic
B4TFJ7;B4TJA4;STM;Metabolic
B4TFJ9;B4TFJ8;STM;Metabolic
B4TFK3;B4TFJ8;STM;Metabolic
B4TFK3;B4TFJ9;STM;Metabolic
B4TFL0;B4TD62;STM;Metabolic
B4TFL0;B4TFB1;STM;Metabolic
B4TFL3;B4TBH6;STM;Metabolic
B4TFL6;B4TEX0;STM;Metabolic
B4TFL6;B4TEX1;STM;Metabolic
B4TFL6;B4TEX2;STM;Metabolic
B4TFL6;B4TJB8;STM_BioModels;Metabolic
B4TFL6;B4TJJ2;STM_BioModels;Metabolic
B4TFN4;B4TFN5;STM;Metabolic
B4TFN4;B4TFN6;STM;Metabolic
B4TFN5;B4TFN6;STM;Metabolic
B4TFP7;B4TCA5;STM;Metabolic
B4TFV2;B4TDC8;BioModels;Metabolic
B4TFV3;B4TGN4;STM;Metabolic
B4TFV8;B4TDL7;BioModels;Metabolic
B4TFW6;B4TKA8;STM;Metabolic
B4TFW7;B4TK48;STM;Metabolic
B4TFX0;B4TFX1;STM_BioModels;Metabolic
B4TFX0;B4TFX2;STM_BioModels;Metabolic
B4TFX1;B4TFX2;STM_BioModels;Metabolic
B4TFY3;B4T995;STM;Metabolic
B4TFY3;B4TB14;STM;Metabolic
B4TFY3;B4TCX0;STM;Metabolic
B4TFY3;B4TE11;BioModels;Metabolic
B4TFY3;B4TE30;STM;Metabolic
B4TFY3;B4TET7;STM;Metabolic
B4TFY3;B4TFX0;STM_BioModels;Metabolic
B4TFY3;B4THB0;STM;Metabolic
B4TFY4;B4TBS2;STM;Metabolic
B4TFY4;B4TFY5;STM;Metabolic
B4TFY5;B4TBS2;STM;Metabolic
B4TFY6;B4TAI0;STM;Metabolic
B4TFY6;B4TCJ6;BioModels;Metabolic
B4TFY6;B4TJK1;BioModels;Metabolic
B4TFY6;B4TJT0;STM;Metabolic
B4TFY6;B4TK36;BioModels;Metabolic
B4TFZ0;B4TFY6;BioModels;Metabolic
B4TFZ1;B4TCD0;STM;Metabolic
B4TFZ1;B4TG07;STM;Metabolic
B4TFZ3;B4T7Z8;STM;Metabolic
B4TFZ3;B4TBG2;STM;Metabolic
B4TFZ3;B4TD96;STM;Metabolic
B4TFZ3;B4TGD8;STM;Metabolic
B4TFZ3;B4TJ95;STM;Metabolic
B4TG04;B4T9Z4;STM;Metabolic
B4TG07;B4T9L7;STM;Metabolic
B4TG07;B4TG07;STM;Metabolic
B4TG08;B4T991;STM;Metabolic
B4TG08;B4TG09;STM;Metabolic
B4TG08;B4TG10;STM;Metabolic
B4TG09;B4T991;STM;Metabolic
B4TG09;B4TG10;STM;Metabolic
B4TG10;B4TDR6;STM;Metabolic
B4TG25;B4T9L4;STM;Metabolic
B4TG25;B4TDY5;BioModels;Metabolic
B4TG31;B4TB93;STM;Metabolic
B4TG32;B4T9T3;BioModels;Metabolic
B4TG32;B4T9T4;BioModels;Metabolic
B4TG32;B4TB93;STM;Metabolic
B4TG32;B4TD96;BioModels;Metabolic
B4TG32;B4TG31;STM;Metabolic
B4TG34;B4T828;STM;Metabolic
B4TG34;B4TCG1;STM;Metabolic
B4TG34;B4TCG2;STM;Metabolic
B4TG34;B4TCG3;STM;Metabolic
B4TG37;B4TA14;STM;Metabolic
B4TG37;B4TFN4;STM;Metabolic
B4TG37;B4TFN5;STM;Metabolic
B4TG37;B4TFN6;STM;Metabolic
B4TG37;B4TG37;STM;Metabolic
B4TG40;B4T9L5;BioModels;Metabolic
B4TG40;B4TET5;BioModels;Metabolic
B4TG40;B4TG25;BioModels;Metabolic
B4TG40;B4TG41;STM;Metabolic
B4TG41;B4T9L5;BioModels;Metabolic
B4TG41;B4TET5;BioModels;Metabolic
B4TG41;B4TG25;BioModels;Metabolic
B4TG45;B4TCQ3;BioModels;Metabolic
B4TG45;B4TG47;BioModels;Metabolic
B4TG47;B4TCQ3;BioModels;Metabolic
B4TG49;B4TCQ3;BioModels;Metabolic
B4TG49;B4TG45;STM;Metabolic
B4TG49;B4TG47;BioModels;Metabolic
B4TG58;B4T884;BioModels;Metabolic
B4TG58;B4TDA9;STM;Metabolic
B4TG62;B4T872;STM;Metabolic
B4TG62;B4TDR6;STM;Metabolic
B4TG63;B4T938;STM;Metabolic
B4TG63;B4TG62;STM;Metabolic
B4TG64;B4T938;STM;Metabolic
B4TG64;B4TG62;STM;Metabolic
B4TG65;B4T872;STM;Metabolic
B4TG65;B4T873;STM;Metabolic
B4TG65;B4T938;STM_BioModels;Metabolic
B4TG65;B4TC39;BioModels;Metabolic
B4TG65;B4TG62;STM;Metabolic
B4TG65;B4TG63;STM;Metabolic
B4TG65;B4TKT9;STM;Metabolic
B4TG88;B4TDR5;BioModels;Metabolic
B4TGC5;B4TE03;STM;Metabolic
B4TGC8;B4TB14;STM;Metabolic
B4TGC8;B4TE30;STM;Metabolic
B4TGD1;B4T8D3;STM;Metabolic
B4TGD1;B4TCU5;STM;Metabolic
B4TGE0;B4TGE3;STM_BioModels;Metabolic
B4TGE2;B4TGE0;STM;Metabolic
B4TGE3;B4TGE1;STM;Metabolic
B4TGE4;B4TGE2;STM_BioModels;Metabolic
B4TGE8;B4TB48;STM_BioModels;Metabolic
B4TGF2;B4TCG1;STM;Metabolic
B4TGF2;B4TCG2;STM;Metabolic
