569,B5FSX8,alaS,SeD_A3136,11,3
577,B5FP04,ompL,SeD_A4404,11,2
584,B5FU22,sirB1,SeD_A1550,11,1
601,B5FMQ4,SeD_A2424,SeD_A2424,9,6
627,B5FNU8,SeD_A4337,SeD_A4337,8,1
629,B5FMX5,SeD_A2505,SeD_A2505,11,2
635,B5FSV0,SeD_A3100,SeD_A3100,4,1
654,B5FKJ8,SeD_A3950,SeD_A3950,11,1
656,B5FNG7,SeD_A0840,SeD_A0840,11,4
678,B5FS08,rimM,SeD_A3003,11,5
688,B5FT89,SeD_A4943,SeD_A4943,11,3
701,B5FJ13,dapD,SeD_A0234,11,5
723,B5FKZ0,flgB,SeD_A2198,10,1
724,B5FJE0,SeD_A2045,SeD_A2045,11,3
727,B5FSW4,nrdF,SeD_A3114,10,11
732,B5FJR1,SeD_A3858,SeD_A3858,2,1
735,B5FIZ0,SeD_A0210,SeD_A0210,11,4
757,B5FTU3,cysJ,SeD_A3260,11,6
791,B5FKA4,ptsG,SeD_A2166,11,16
823,B5FM49,SeD_A2418,SeD_A2418,11,3
862,B5FJM2,rpsL,SeD_A3816,11,7
866,B5FK69,SeD_A2131,SeD_A2131,11,4
872,B5FKB1,acpP,SeD_A2173,11,32
874,B5FTZ3,argA,SeD_A3318,11,4
906,B5FR33,hpaH,SeD_A1180,11,3
930,B5FIG2,SeD_A1902,SeD_A1902,11,3
940,B5FSE9,mgtA,SeD_A4838,21,8
954,B5FRW0,fliH,SeD_A1271,13,4
956,B5FI15,SeD_A3645,SeD_A3645,11,3
961,B5FKD7,SeD_A3886,SeD_A3886,6,2
976,B5FKW8,nrgA,SeD_A0507,11,10
999,B5FN11,rpmH,SeD_A4231,11,1
1007,B5FMP6,SeD_A0753,SeD_A0753,18,6
1020,B5FPP1,SeD_A2755,SeD_A2755,10,1
1042,B5FH92,SeD_B0092,SeD_B0092,1,1
1044,B5FQQ3,malE,SeD_A4623,11,17
1048,B5FR77,sseB,SeD_A2909,11,2
1049,B5FK61,SeD_A2121,SeD_A2121,5,2
1057,B5FLK1,gsk,SeD_A0538,11,4
1058,B5FLD0,glyQ,SeD_A4038,11,7
1070,B5FUF4,recJ,SeD_A3378,10,2
1071,B5FLW9,SeD_A2331,SeD_A2331,3,1
1088,B5FP87,SeD_A0917,SeD_A0917,10,1
1099,B5FLC6,SeD_A4033,SeD_A4033,11,4
1103,B5FNW4,udp,SeD_A4355,11,10
1105,B5FKX0,SeD_A0509,SeD_A0509,11,1
1126,B5FR30,hpaE,SeD_A1177,10,2
1130,B5FID7,fumC,SeD_A1874,11,5
1131,B5FJJ0,rpoA,SeD_A3781,11,11
1138,B5FJI9,rplQ,SeD_A3780,11,2
1139,B5FKU5,cyoD,SeD_A0481,11,8
1161,B5FIB9,SeD_A0186,SeD_A0186,12,7
1176,B5FN35,atpA,SeD_A4257,11,30
1188,B5FHV5,SeD_A3577,SeD_A3577,11,1
1190,B5FTM7,SeD_A1511,SeD_A1511,11,3
1193,B5FQD4,cysA,SeD_A2807,9,1
1196,B5FU21,SeD_A1549,SeD_A1549,11,1
1206,B5FHQ2,SeD_A1838,SeD_A1838,11,5
1207,B5FNA5,gltJ,SeD_A0768,11,2
1225,B5FI29,SeD_A0089,SeD_A0089,11,4
1227,B5FHU8,SeD_A3570,SeD_A3570,11,3
1236,B5FMM4,cspE,SeD_A0730,11,3
1238,B5FS82,SeD_A3085,SeD_A3085,10,4
1254,B5FJW5,SeD_A0343,SeD_A0343,11,4
1255,B5FP61,bioB,SeD_A0889,11,19
1257,B5FPP3,rhaA,SeD_A4441,11,6
1279,B5FIX9,folK,SeD_A0199,11,3
1306,B5FUF7,SeD_A3381,SeD_A3381,11,6
1307,B5FN75,trxA,SeD_A4304,11,91
1360,B5FND3,pgm,SeD_A0806,11,4
1367,B5FHJ2,SeD_A1771,SeD_A1771,2,1
1378,B5FKT5,SeD_A0471,SeD_A0471,11,4
1381,B5FNU5,dapF,SeD_A4334,11,5
1414,B5FLN0,SeD_A0568,SeD_A0568,11,6
1419,B5FPE8,menD,SeD_A2653,11,5
1454,B5FKX6,SeD_A0516,SeD_A0516,11,4
1474,B5FLJ7,adk,SeD_A0534,11,9
1488,B5FM11,SeD_A2379,SeD_A2379,10,8
1497,B5FT91,SeD_A4945,SeD_A4945,11,2
1504,B5FRB5,murQ,SeD_A2949,11,4
1509,B5FMR6,rfbB,SeD_A2437,10,6
1512,B5FIG9,rnt,SeD_A1909,11,1
1514,B5FM09,SeD_A2377,SeD_A2377,11,9
1557,B5FP06,SeD_A4406,SeD_A4406,10,1
1559,B5FNB5,asnB,SeD_A0786,10,1
1563,B5FN28,glmS,SeD_A4250,11,4
1573,B5FLB9,SeD_A4026,SeD_A4026,11,1
1580,B5FM50,SeD_A4104,SeD_A4104,11,2
1581,B5FRM5,SeD_A4755,SeD_A4755,11,2
1586,B5FPE0,SeD_A0978,SeD_A0978,11,4
1597,B5FPG5,nuoF,SeD_A2670,11,17
1609,B5FRH1,SeD_A4692,SeD_A4692,11,9
1623,B5FNS7,glpC,SeD_A2630,11,8
1641,B5FPK6,purF,SeD_A2713,11,2
1651,B5FMI4,SeD_A0679,SeD_A0679,11,2
1676,B5FN53,rbsC,SeD_A4275,10,4
1681,B5FKP9,SeD_A0432,SeD_A0432,10,1
1684,B5FK66,icd,SeD_A2128,11,9
1694,B5FMC9,ibpA,SeD_A4198,11,1
1706,B5FTD2,serB,SeD_A4990,11,1
1720,B5FQJ6,rplA,SeD_A4556,11,3
1729,B5FTV9,relA,SeD_A3276,5,1
1746,B5FSQ3,SeD_A1369,SeD_A1369,11,3
1749,B5FH12,SeD_B0117,SeD_B0117,1,1
1750,B5FMQ5,SeD_A2425,SeD_A2425,10,4
1757,B5FHJ6,SeD_A1777,SeD_A1777,11,3
1779,B5FSP3,msbB,SeD_A1359,11,2
1803,B5FM43,hisB,SeD_A2412,11,5
1837,B5FPW8,SeD_A4521,SeD_A4521,7,2
1844,B5FMS2,SeD_A2443,SeD_A2443,20,3
1856,B5FQG4,tkt,SeD_A2840,11,8
1857,B5FPX4,argB,SeD_A4527,11,3
1881,B5FTD0,lplA,SeD_A4987,11,2
1883,B5FPD0,SeD_A0967,SeD_A0967,11,4
1933,B5FI36,surA,SeD_A0096,11,2
1947,B5FUE2,SeD_A3364,SeD_A3364,8,32
1956,B5FUS2,SeD_A1718,SeD_A1718,9,2
1962,B5FJP2,pabA,SeD_A3837,11,7
1982,B5FM20,SeD_A2388,SeD_A2388,11,1
1991,B5FUC4,SeD_A3346,SeD_A3346,11,3
2004,B5FUL1,tpx,SeD_A1650,11,6
2008,B5FI18,secG,SeD_A3650,11,5
2016,B5FIR7,SeD_A3698,SeD_A3698,11,3
2063,B5FHD0,SeD_A0038,SeD_A0038,26,3
2087,B5FMX8,SeD_A2508,SeD_A2508,11,2
2099,B5FLQ8,SeD_A0598,SeD_A0598,11,20
2118,B5FLA8,dppA,SeD_A4010,10,5
2122,B5FID1,SeD_A1867,SeD_A1867,11,15
2143,B5FUB6,SeD_A3335,SeD_A3335,11,1
2147,B5FML2,SeD_A0712,SeD_A0712,11,4
2173,B5FIY0,pcnB,SeD_A0200,11,8
2176,B5FQ22,clpA,SeD_A1013,11,7
2187,B5FTS3,truD,SeD_A3238,11,2
2189,B5FHU1,folB,SeD_A3562,10,4
2208,B5FTG9,SeD_A1446,SeD_A1446,10,2
2264,B5FIX6,panD,SeD_A0196,11,3
2270,B5FSJ7,SeD_A1313,SeD_A1313,11,2
2277,B5FIC8,SeD_A0195,SeD_A0195,11,1
2280,B5FKU7,cyoB,SeD_A0483,11,10
2287,B5FQH2,SeD_A2848,SeD_A2848,11,5
2291,B5FHG9,SeD_A0081,SeD_A0081,5,1
2292,B5FIL9,lpp,SeD_A1965,12,8
2295,B5FPI5,SeD_A2692,SeD_A2692,11,1
2309,B5FK85,npdA,SeD_A2147,11,9
2316,B5FKV6,hupB,SeD_A0493,11,8
2325,B5FJV5,SeD_A0332,SeD_A0332,10,2
2333,B5FSE4,nrdD,SeD_A4832,13,13
2363,B5FMQ1,SeD_A2421,SeD_A2421,20,3
2379,B5FIK6,SeD_A1949,SeD_A1949,20,2
2382,B5FLI8,rfaD,SeD_A4096,11,5
2384,B5FHR3,SeD_A1849,SeD_A1849,9,2
2402,B5FPE9,SeD_A2654,SeD_A2654,11,5
2407,B5FKN9,adrA,SeD_A0422,11,1
2418,B5FJY5,SeD_A0366,SeD_A0366,3,1
2419,B5FN12,rnpA,SeD_A4232,11,1
2444,B5FNT3,SeD_A2637,SeD_A2637,11,1
2445,B5FQC4,ptsH,SeD_A2797,11,43
2448,B5FHX2,SeD_A3596,SeD_A3596,11,1
2463,B5FKS5,pgpA,SeD_A0461,11,8
2465,B5FLE9,SeD_A4057,SeD_A4057,29,8
2469,B5FPW5,SeD_A4518,SeD_A4518,7,2
2487,B5FJS0,SeD_A3868,SeD_A3868,10,1
2507,B5FJ37,rof,SeD_A0259,11,3
2509,B5FMR4,rfbA,SeD_A2435,13,4
2515,B5FQS3,aphA,SeD_A4644,11,5
2521,B5FJR3,SeD_A3860,SeD_A3860,2,1
2524,B5FPR4,gph,SeD_A4463,2,1
2530,B5FPZ7,SeD_A0988,SeD_A0988,11,2
2531,B5FNJ3,SeD_A2534,SeD_A2534,10,3
2537,B5FQ88,SeD_A1080,SeD_A1080,2,1
2560,B5FLN6,SeD_A0574,SeD_A0574,11,3
2563,B5FRZ8,SeD_A2993,SeD_A2993,11,3
2570,B5FTL3,SeD_A1496,SeD_A1496,11,5
2578,B5FPW7,SeD_A4520,SeD_A4520,7,6
2580,B5FHY2,garL,SeD_A3608,11,7
2592,B5FRJ8,aspA,SeD_A4722,11,4
2602,B5FNF8,sucB,SeD_A0831,11,8
2622,B5FPY8,nfsA,SeD_A0979,7,10
2635,B5FHP3,SeD_A1827,SeD_A1827,11,1
2660,B5FQJ0,upp,SeD_A2866,11,5
2677,B5FPB7,gsiC,SeD_A0951,11,2
2680,B5FQE2,SeD_A2815,SeD_A2815,10,2
2683,B5FUJ3,SeD_A3425,SeD_A3425,8,1
2720,B5FV58,SeD_A3543,SeD_A3543,11,6
2730,B5FUI2,pgk,SeD_A3411,11,4
2745,B5FSL6,flhA,SeD_A1332,22,5
2767,B5FS94,SeD_A4779,SeD_A4779,11,14
2776,B5FM05,SeD_A2373,SeD_A2373,10,6
2796,B5FIQ8,SeD_A3688,SeD_A3688,11,5
2808,B5FHP4,SeD_A1828,SeD_A1828,11,2
2811,B5FQA6,nupC,SeD_A2773,10,9
2815,B5FI73,murC,SeD_A0138,11,5
2827,B5FHN5,SeD_A1817,SeD_A1817,9,6
2840,B5FPL0,accD,SeD_A2717,11,15
2864,B5FPR9,SeD_A4470,SeD_A4470,11,1
2865,B5FJ27,fabZ,SeD_A0249,11,4
2877,B5FP41,galK,SeD_A0869,11,15
2883,B5FQS9,ssb,SeD_A4650,11,7
2886,B5FUT2,SeD_A1728,SeD_A1728,11,1
2892,B5FHA2,mogA,SeD_A0008,12,5
2896,B5FPZ8,SeD_A0989,SeD_A0989,17,6
2903,B5FTV6,SeD_A3273,SeD_A3273,17,8
2908,B5FS54,SeD_A3055,SeD_A3055,1,1
2938,B5FPX8,SeD_A4533,SeD_A4533,11,3
2947,B5FM57,waaA,SeD_A4111,11,3
2957,B5FU15,ipk,SeD_A1543,11,2
2958,B5FPR5,SeD_A4464,SeD_A4464,10,3
2963,B5FQC0,zipA,SeD_A2793,11,2
2968,B5FL49,SeD_A2260,SeD_A2260,1,1
2970,B5FPV2,SeD_A4503,SeD_A4503,9,2
2985,B5FM47,SeD_A2416,SeD_A2416,11,2
2999,B5FM52,SeD_A4106,SeD_A4106,11,2
3019,B5FML5,citG,SeD_A0719,1,3
3020,B5FUF3,lysS,SeD_A3376,11,2
3029,B5FSB1,SeD_A4797,SeD_A4797,11,3
3034,B5FUX2,trmB,SeD_A3452,11,3
3122,B5FTC9,SeD_A4986,SeD_A4986,2,1
3136,B5FSH5,SeD_A4868,SeD_A4868,10,9
3138,B5FSE3,nrdG,SeD_A4831,11,8
3157,B5FNH0,tolA,SeD_A0843,11,1
3170,B5FLE3,SeD_A4051,SeD_A4051,10,2
3182,B5FRK6,efp,SeD_A4731,11,2
3191,B5FPG7,nuoC,SeD_A2672,11,19
3196,B5FL24,SeD_A2232,SeD_A2232,11,9
3201,B5FKY7,apt,SeD_A0527,11,9
3207,B5FNE6,SeD_A0819,SeD_A0819,11,1
3208,B5FPI2,SeD_A2689,SeD_A2689,11,5
3226,B5FJ87,ydiQ,SeD_A1990,8,1
3236,B5FQH3,dapE,SeD_A2849,11,3
3240,B5FPM1,SeD_A2731,SeD_A2731,11,12
3244,B5FUW9,ansB,SeD_A3449,11,9
3254,B5FHE1,lspA,SeD_A0051,11,2
3283,B5FLA6,dppC,SeD_A4008,11,4
3291,B5FNQ2,napA,SeD_A2602,11,7
3306,B5FLG5,SeD_A4073,SeD_A4073,11,8
3307,B5FN05,SeD_A4224,SeD_A4224,6,1
3321,B5FHN7,SeD_A1821,SeD_A1821,5,3
3325,B5FQ90,SeD_A1082,SeD_A1082,1,1
3329,B5FIX7,panC,SeD_A0197,11,9
3334,B5FSK6,motB,SeD_A1322,12,2
3374,B5FJK5,rpsQ,SeD_A3798,11,2
3382,B5FQI7,arsC,SeD_A2863,11,4
3387,B5FQA2,SeD_A2769,SeD_A2769,1,2
3405,B5FLH7,cysE,SeD_A4085,11,2
3408,B5FRX6,fliA,SeD_A1287,11,10
3410,B5FJD8,SeD_A2043,SeD_A2043,11,7
3439,B5FRK5,SeD_A4730,SeD_A4730,11,12
3441,B5FTW2,SeD_A3279,SeD_A3279,17,9
3445,B5FL20,csgC,SeD_A2228,11,2
3448,B5FKX9,acrB,SeD_A0519,11,5
3455,B5FLH6,SeD_A4084,SeD_A4084,19,5
3465,B5FTA4,SeD_A4958,SeD_A4958,11,2
3481,B5FIK3,SeD_A1946,SeD_A1946,11,2
3507,B5FQP1,SeD_A4611,SeD_A4611,3,3
3512,B5FML7,citF,SeD_A0721,11,9
3534,B5FKM7,SeD_A3981,SeD_A3981,9,5
3541,B5FKL8,gor,SeD_A3972,11,5
3543,B5FNX8,fadB,SeD_A4369,10,10
3552,B5FR78,SeD_A2910,SeD_A2910,11,4
3554,B5FUU9,SeD_A1745,SeD_A1745,10,1
3565,B5FK20,hemB,SeD_A0404,11,2
3568,B5FIR2,codB,SeD_A3693,11,4
3593,B5FS16,SeD_A3012,SeD_A3012,11,5
3595,B5FU41,galU,SeD_A1576,10,2
3596,B5FJ28,lpxA,SeD_A0250,11,6
3602,B5FQ36,serS,SeD_A1028,11,2
3606,B5FKD8,SeD_A3887,SeD_A3887,6,3
3611,B5FPP6,SeD_A4444,SeD_A4444,10,7
3612,B5FL52,SeD_A2263,SeD_A2263,1,1
3614,B5FM42,hisC,SeD_A2411,11,2
3633,B5FIB1,pdxA,SeD_A0178,12,4
3636,B5FLF6,SeD_A4064,SeD_A4064,9,1
3656,B5FQH1,acrD,SeD_A2847,10,2
3657,B5FIP1,SeD_A3670,SeD_A3670,11,1
3664,B5FPH3,SeD_A2680,SeD_A2680,1,1
3683,B5FU37,purU,SeD_A1572,11,2
3700,B5FJQ9,aroB,SeD_A3854,11,6
3702,B5FK92,SeD_A2154,SeD_A2154,10,5
3714,B5FNZ4,hemN,SeD_A4393,11,6
3729,B5FTU5,SeD_A3262,SeD_A3262,11,8
3744,B5FHF3,citD,SeD_A0064,11,6
3755,B5FID0,SeD_A1863,SeD_A1863,11,2
3757,B5FPX3,argC,SeD_A4526,11,5
3761,B5FI58,leuA,SeD_A0122,11,8
3764,B5FHQ4,SeD_A1840,SeD_A1840,20,17
3776,B5FHU6,rpoD,SeD_A3567,12,15
3794,B5FPI6,SeD_A2694,SeD_A2694,11,1
3797,B5FKF0,SeD_A3901,SeD_A3901,8,5
3819,B5FI46,araB,SeD_A0107,10,21
3884,B5FRD0,rseA,SeD_A2965,11,6
3886,B5FQ95,SeD_A2759,SeD_A2759,11,6
3889,B5FLZ0,SeD_A2357,SeD_A2357,11,2
3900,B5FPB4,SeD_A0948,SeD_A0948,11,2
3902,B5FK96,ndh,SeD_A2158,11,5
3930,B5FP83,SeD_A0913,SeD_A0913,8,1
3953,B5FKE2,SeD_A3893,SeD_A3893,10,9
3962,B5FPZ9,SeD_A0990,SeD_A0990,2,1
3969,B5FTS6,ftsB,SeD_A3241,11,6
4005,B5FSE1,SeD_A4829,SeD_A4829,11,2
4028,B5FU97,SeD_A1635,SeD_A1635,24,2
4034,B5FUX1,SeD_A3451,SeD_A3451,11,2
4046,B5FPU2,ftsN,SeD_A4493,11,11
4060,B5FKD3,gntT,SeD_A3882,11,7
4069,B5FTZ4,recD,SeD_A3319,11,3
4075,B5FHE8,SeD_A0059,SeD_A0059,24,9
4085,B5FN24,pstC,SeD_A4244,11,2
4089,B5FP94,glnP,SeD_A0924,10,1
4103,B5FPG2,nuoI,SeD_A2667,11,16
4115,B5FUG6,gcvP,SeD_A3390,11,7
4157,B5FQE3,amiA,SeD_A2816,11,3
4162,B5FI96,SeD_A0163,SeD_A0163,11,14
4178,B5FJQ8,SeD_A3853,SeD_A3853,11,7
4182,B5FIH2,SeD_A1912,SeD_A1912,11,2
4197,B5FLU3,SeD_A0636,SeD_A0636,1,1
4200,B5FPQ3,SeD_A4451,SeD_A4451,29,8
4203,B5FR85,iscS,SeD_A2917,11,9
4206,B5FM02,cbiB,SeD_A2369,11,4
4211,B5FPN1,fadJ,SeD_A2742,11,7
4212,B5FNQ6,SeD_A2607,SeD_A2607,11,3
4225,B5FU57,ispZ,SeD_A1593,11,1
4227,B5FIW5,SeD_A3747,SeD_A3747,10,31
4264,B5FJL3,rplD,SeD_A3806,11,2
4268,B5FNX5,fre,SeD_A4366,11,7
4269,B5FQC6,crr,SeD_A2799,11,28
4274,B5FTC2,SeD_A4979,SeD_A4979,8,1
4275,B5FR82,hscB,SeD_A2914,11,2
4280,B5FKE5,glpD,SeD_A3896,11,5
4284,B5FKT0,thiI,SeD_A0466,11,7
4286,B5FRG8,SeD_A4689,SeD_A4689,11,2
4303,B5FQY2,SeD_A1126,SeD_A1126,6,1
4308,B5FN59,SeD_A4288,SeD_A4288,11,5
4319,B5FRU7,SeD_A1258,SeD_A1258,11,2
4332,B5FTA8,SeD_A4962,SeD_A4962,11,2
4333,B5FL75,SeD_A2288,SeD_A2288,1,1
4343,B5FKA0,SeD_A2162,SeD_A2162,11,8
4359,B5FRV1,fliQ,SeD_A1262,11,1
4397,B5FJU7,SeD_A0321,SeD_A0321,2,2
4405,B5FTY2,fucK,SeD_A3302,11,3
4406,B5FN93,hemC,SeD_A4327,11,2
4439,B5FSK0,otsA,SeD_A1316,11,2
4441,B5FJ31,dnaE,SeD_A0253,11,8
4442,B5FMZ2,SeD_A2522,SeD_A2522,11,1
4451,B5FT10,hypE,SeD_A3168,11,9
4455,B5FS06,rplS,SeD_A3001,11,3
4456,B5FQY7,pepN,SeD_A1132,11,11
4462,B5FRE5,SeD_A2981,SeD_A2981,10,1
4483,B5FQL1,nudC,SeD_A4573,11,5
4486,B5FI90,nadC,SeD_A0157,11,5
4491,B5FHA1,tal2,SeD_A0007,11,8
4506,B5FLV0,SeD_A2310,SeD_A2310,3,1
4507,B5FHY7,SeD_A3614,SeD_A3614,19,7
4518,B5FQL7,zraP,SeD_A4579,10,1
4532,B5FH67,SeD_B0057,SeD_B0057,1,2
4559,B5FIR3,SeD_A3694,SeD_A3694,11,6
4579,B5FQQ5,lamB,SeD_A4625,11,10
4602,B5FTI8,proQ,SeD_A1469,10,34
4604,B5FM85,SeD_A4147,SeD_A4147,11,4
4614,B5FRE4,pssA,SeD_A2980,11,2
4648,B5FRH3,SeD_A4694,SeD_A4694,11,5
4649,B5FNG5,SeD_A0838,SeD_A0838,11,5
4651,B5FM44,hisH,SeD_A2413,11,6
4659,B5FL04,solA,SeD_A2212,11,1
4665,B5FQK8,thiE,SeD_A4569,11,11
4668,B5FIB5,SeD_A0182,SeD_A0182,11,2
4671,B5FLU7,SeD_A0640,SeD_A0640,1,1
4702,B5FLF0,SeD_A4058,SeD_A4058,27,8
4706,B5FJX1,SeD_A0349,SeD_A0349,11,3
4716,B5FJT2,gntX,SeD_A3880,11,1
4719,B5FQI0,gcvR,SeD_A2856,11,2
4733,B5FLU5,SeD_A0638,SeD_A0638,1,1
4743,B5FI07,mtr,SeD_A3634,11,8
4779,B5FI49,thiQ,SeD_A0110,4,1
4789,B5FM29,SeD_A2397,SeD_A2397,11,4
4804,B5FHD6,SeD_A0044,SeD_A0044,14,3
4809,B5FJ65,SeD_A0295,SeD_A0295,1,1
4831,B5FKL9,SeD_A3973,SeD_A3973,9,2
4838,B5FRC5,rnc,SeD_A2959,11,1
4844,B5FS71,SeD_A3073,SeD_A3073,10,7
4846,B5FT61,trpS,SeD_A4909,11,2
4873,B5FJP6,tsgA,SeD_A3841,11,1
4885,B5FNZ6,glnL,SeD_A4395,11,12
4886,B5FMJ3,SeD_A0688,SeD_A0688,11,7
4896,B5FJ63,SeD_A0293,SeD_A0293,1,1
4902,B5FRH7,SeD_A4698,SeD_A4698,11,12
4911,B5FK99,thiK,SeD_A2161,11,6
4921,B5FKE8,gldA,SeD_A3899,9,3
4943,B5FMM8,lipA,SeD_A0734,11,5
4949,B5FMX1,metG,SeD_A2501,11,4
4951,B5FKF7,glgB,SeD_A3908,10,5
4962,B5FLP4,purE,SeD_A0582,11,3
4972,B5FQL3,nfi,SeD_A4575,11,1
4979,B5FMF3,SeD_A0644,SeD_A0644,1,1
4985,B5FHH8,SeD_A1757,SeD_A1757,11,1
5006,B5FJD4,astE,SeD_A2039,11,7
5010,B5FMJ9,SeD_A0694,SeD_A0694,11,7
5027,B5FMR5,rfbD,SeD_A2436,10,2
5028,B5FTP0,cydB,SeD_A1525,10,3
5033,B5FRD5,SeD_A2971,SeD_A2971,11,6
5036,B5FHF8,dapB,SeD_A0069,12,3
5040,B5FM26,SeD_A2394,SeD_A2394,10,1
5054,B5FSA4,rplI,SeD_A4790,11,5
5066,B5FJN2,kefG,SeD_A3826,11,1
5084,B5FMR0,SeD_A2430,SeD_A2430,10,2
5095,B5FIN3,obgE,SeD_A3660,11,3
5099,B5FL21,SeD_A2229,SeD_A2229,11,3
5100,B5FHQ7,dmsC,SeD_A1843,11,12
5105,B5FMQ7,SeD_A2427,SeD_A2427,9,2
5108,B5FNN9,SeD_A2589,SeD_A2589,10,19
5115,B5FL23,csgD,SeD_A2231,11,23
5123,B5FSX2,SeD_A3124,SeD_A3124,1,2
5131,B5FIU8,cafA,SeD_A3730,9,1
5133,B5FL89,SeD_A2305,SeD_A2305,21,1
5155,B5FJL4,rplC,SeD_A3807,11,4
5172,B5FV39,SeD_A3524,SeD_A3524,11,10
5180,B5FJQ5,gph,SeD_A3850,11,8
5185,B5FN10,dnaA,SeD_A4230,11,20
5189,B5FK36,SeD_A2091,SeD_A2091,21,1
5210,B5FRD3,nadB,SeD_A2968,11,2
5217,B5FHG8,caiT,SeD_A0080,11,8
5239,B5FQ29,cydC,SeD_A1021,9,1
5243,B5FKV9,SeD_A0496,SeD_A0496,10,1
5255,B5FLQ9,SeD_A0599,SeD_A0599,11,3
5267,B5FPX6,oxyR,SeD_A4530,11,28
5274,B5FIT1,SeD_A3713,SeD_A3713,23,4
5276,B5FRM7,miaA,SeD_A4757,11,2
5302,B5FU59,SeD_A1595,SeD_A1595,11,4
5312,B5FV48,SeD_A3533,SeD_A3533,3,1
5317,B5FJQ1,cysG,SeD_A3846,11,11
5322,B5FQ46,SeD_A1038,SeD_A1038,11,5
5325,B5FPY1,murI,SeD_A4537,11,8
5336,B5FQF1,eutB,SeD_A2825,11,5
5374,B5FTU8,SeD_A3265,SeD_A3265,11,1
5411,B5FRT8,SeD_A1248,SeD_A1248,11,4
5414,B5FS05,SeD_A3000,SeD_A3000,10,1
5420,B5FUK4,pspB,SeD_A1643,11,2
5431,B5FKI8,ftsX,SeD_A3940,11,2
5451,B5FPK2,SeD_A2709,SeD_A2709,11,2
5460,B5FQJ8,rplL,SeD_A4558,11,4
5462,B5FQJ2,purM,SeD_A2868,13,4
5466,B5FQ24,SeD_A1016,SeD_A1016,22,1
5478,B5FQB9,ligA,SeD_A2792,11,9
5488,B5FI87,SeD_A0154,SeD_A0154,11,1
5489,B5FHL2,SeD_A1793,SeD_A1793,8,2
5509,B5FPT5,glpF,SeD_A4486,11,5
5528,B5FTK3,manX,SeD_A1486,11,20
5551,B5FRA3,SeD_A2935,SeD_A2935,11,6
5554,B5FIQ7,elbB,SeD_A3686,11,5
5582,B5FRV5,fliM,SeD_A1266,12,13
5588,B5FMB9,dsdC,SeD_A4188,11,1
5607,B5FKA3,SeD_A2165,SeD_A2165,9,4
5612,B5FRJ5,dipZ,SeD_A4719,11,6
5620,B5FUW4,SeD_A3444,SeD_A3444,11,2
